"customer_id","first_name","last_name","credit_score","total_account_balance","total_loan_amount","loan_to_balance_ratio","overall_risk_category"
"CUSNEU5DS04BK00","Kathleen","Sanford",654,429561.03,0,0E-24,"Medium risk"
"CUSCOK5EB5QA70P","Tanya","Gonzalez",372,60123.79,0,0E-24,"Medium risk"
"CUSDEZ5MD09IBWU","Leah","Reynolds",507,13344.30,7639.15,0.57246539721079412183,"Medium risk"
"CUSWX1PM563ZF97","Brian","Jackson",475,96495.84,0,0E-24,"Medium risk"
"CUSQCXMWNRWIASA","Dawn","Bowman",381,152644.53,0,0E-24,"Medium risk"
"CUS9R30GAIXTQMO","Mary","Williams",311,287407.45,111650.34,0.38847406356376635331,"Medium risk"
"CUSRN9RQPLPXL01","Ashley","Lopez",616,530806.75,0,0E-24,"Medium risk"
"CUS255I3PPEY5FW","Emily","Webster",526,291692.31,0,0E-24,"Medium risk"
"CUSMK7JMPHFOZN5","Brenda","Weaver",520,167597.83,0,0E-24,"Medium risk"
"CUSEKLRL4OZVORN","Amanda","Martinez",645,457803.83,0,0E-24,"Medium risk"
"CUSAY119AV1L4WP","Michael","Davies",435,0,0,NULL,"Medium risk"
"CUS1TJ72G1N1L76","Jessica","Morse",591,59068.67,110269.37,1.8667996079816932,"Medium risk"
"CUSAOKIIWYBP95S","Maria","Parks",665,0,0,NULL,"Medium risk"
"CUS3GXRNTD6CGOH","Philip","Gray",660,439921.27,0,0E-24,"Medium risk"
"CUS1RAVZTRB31OH","Caroline","Beck",525,0,72089.72,NULL,"Medium risk"
"CUS56KR48RHSSI6","Karen","Lewis",567,189687.20,75627.48,0.39869574752539971068,"Medium risk"
"CUSTPNA7OGPJVAE","Jeremy","Howard",394,162926.66,0,0E-24,"Medium risk"
"CUSOH6RAKNHSSBB","Jenna","Bennett",530,0,0,NULL,"Medium risk"
"CUSUIHWW8G4L7OY","Sherri","Greene",654,144345.58,237552.21,1.6457186288627612,"Medium risk"
"CUSTF16AAKIG03W","Sue","Pierce",613,30755.72,6216.46,0.20212370251777555525,"Medium risk"
"CUSYGGTAFTF3S50","William","Fleming",365,70778.53,19757.38,0.27914368947758592895,"Medium risk"
"CUSRM36N16EW16U","Amber","Blake",484,69216.07,0,0E-24,"Medium risk"
"CUS9JG2C910ZM0N","Jonathan","Duncan",382,505587.43,0,0E-24,"Medium risk"
"CUSE871I2W2DMMC","Robert","Wiley",644,51249.25,269226.38,5.2532745357249130,"Medium risk"
"CUS9TDHG4UM4HC9","Roger","Howard",350,128334.25,82350.90,0.64169074117003060368,"Medium risk"
"CUSJVHJ9TGH569P","Bryan","Solis",585,317714.89,0,0E-24,"Medium risk"
"CUSWT71WSMYD61R","Dean","Taylor",659,98129.54,0,0E-24,"Medium risk"
"CUSM3GXZ4PM5VTN","Shannon","Oconnor",681,36636.08,252069.50,6.8803622003227420,"Medium risk"
"CUSGRUKB7HTF7F7","Joseph","Smith",461,60844.46,0,0E-24,"Medium risk"
"CUSQ5U000418I4P","Matthew","Mooney",475,0,277213.29,NULL,"Medium risk"
"CUSKN1GPGMBXIP5","Miguel","Black",493,87474.47,0,0E-24,"Medium risk"
"CUSQFQQEDR695LE","Marisa","Keller",432,33259.08,0,0E-24,"Medium risk"
"CUSU01B55HZ14JW","Courtney","Keller",516,0,215393.74,NULL,"Medium risk"
"CUSFUTTXXGQZMBI","Steven","Medina",497,0,0,NULL,"Medium risk"
"CUS8WTDDOTE6VWG","Danielle","Gardner",669,0,0,NULL,"Medium risk"
"CUS46BE5JEHW2AU","Kenneth","Harmon",412,463414.00,0,0E-24,"Medium risk"
"CUS9381BNAUTWH1","Deborah","Palmer",632,117614.90,0,0E-24,"Medium risk"
"CUSAQZQS5LAIPFY","Robert","Porter",414,100000.96,375934.62,3.7593101106229380,"Medium risk"
"CUS5WOZN8GBUUF2","Lisa","Noble",843,75844.40,301400.77,3.9739357157548876,"Medium risk"
"CUSJCR4RP8EPTGM","Walter","Barry",620,512992.89,198486.08,0.38691779919210966062,"Medium risk"
"CUS82JAOVJYCJ7T","Jared","Taylor",567,186143.23,0,0E-24,"Medium risk"
"CUS7XEVJPV7VL58","Leslie","Townsend",546,170025.90,0,0E-24,"Medium risk"
"CUS067PXWTCQQ3G","Howard","Barrett",444,110654.80,0,0E-24,"Medium risk"
"CUSVR07Q0FBW24M","Michael","Kennedy",481,202150.82,328747.49,1.6262486098250801,"Medium risk"
"CUSZXD4UP37DMZO","Jennifer","Jennings",721,20809.85,227003.86,10.9084813201440664,"Medium risk"
"CUS7JMPZ75ZSLET","Steven","Robinson",577,0,285023.89,NULL,"Medium risk"
"CUSJV4FZ2CM8ZQ0","David","Reed",417,194669.56,89074.47,0.45756753135929418035,"Medium risk"
"CUS4AWRVUJGQIAR","Katherine","Bonilla",632,260978.71,0,0E-24,"Medium risk"
"CUSFBD1R5NTF5QS","Nicole","Cruz",738,4950.86,98213.33,19.8376302298994518,"Medium risk"
"CUSJKM09BITU9Z1","Jeffery","Miller",606,108509.73,30956.98,0.28529220374983883934,"Medium risk"
"CUSGJGJUEHCYRJH","Zachary","Graves",365,69850.27,0,0E-24,"Medium risk"
"CUSWIHFWQY1AYHE","Helen","Holmes",423,100758.07,0,0E-24,"Medium risk"
"CUS1UA8IAXYYFHY","Justin","Vargas",613,62278.68,200555.26,3.2202875847721885,"Medium risk"
"CUS7VJ0CR95T0M8","Heather","Green",645,349081.16,0,0E-24,"Medium risk"
"CUSCCK99IFH7NGU","Amy","Lucas",484,607968.46,0,0E-24,"Medium risk"
"CUS3IYK3AI2V4IX","Ricky","Li",577,412431.56,0,0E-24,"Medium risk"
"CUSBX895AY8OYEW","Lacey","Lyons",553,0,0,NULL,"Medium risk"
"CUSUBS0AE281APO","Geoffrey","Ramirez",612,252965.26,259992.51,1.02777950616618266081,"Medium risk"
"CUSVQA07UHVWA5B","Teresa","Mcfarland",594,454991.92,0,0E-24,"Medium risk"
"CUSD6SEL7UDOXI7","Nancy","Watkins",448,169052.84,0,0E-24,"Medium risk"
"CUS4CKKMH1SMH3S","Kenneth","Russell",661,439810.05,0,0E-24,"Medium risk"
"CUSG9QL4O7K5RN5","Colleen","Smith",443,0,212894.44,NULL,"Medium risk"
"CUSFCB814LLRQWS","Nicole","Garcia",489,265514.25,418276.93,1.5753464456239166,"Medium risk"
"CUSKKLT628FKCY3","Melissa","Ferguson",573,307019.93,96065.50,0.31289662531028523132,"Medium risk"
"CUSAD2JCRFQLB44","Tabitha","Rodriguez",592,192490.76,0,0E-24,"Medium risk"
"CUSTRAI8KGBIH8I","Rebecca","Thompson",378,196222.25,0,0E-24,"Medium risk"
"CUS0W8MKVRBJNQ9","Jake","Fox",633,196430.65,40659.50,0.20699162783404728335,"Medium risk"
"CUSYHDICU3UU9DL","Jenna","Armstrong",541,389506.72,0,0E-24,"Medium risk"
"CUS00FSPOJCW0NC","Darlene","Lamb",590,24169.71,226695.29,9.3793136119547980,"Medium risk"
"CUSHVP9VG1KKWBX","Sandra","Alvarado",432,529723.03,0,0E-24,"Medium risk"
"CUSS91V110FLRDP","Ian","Doyle",632,186522.54,0,0E-24,"Medium risk"
"CUSUB705TIJIVGP","Charlene","Decker",517,0,526528.20,NULL,"Medium risk"
"CUS7H5GE032I9WM","Douglas","King",350,635652.96,503107.67,0.79148167578736674175,"Medium risk"
"CUS1Q74C3J3T36U","Steven","Schwartz",518,257329.37,0,0E-24,"Medium risk"
"CUSHJAKB06TA0ST","Carrie","Ortega",421,12604.16,0,0E-24,"Medium risk"
"CUSOKZK3DF08087","Francis","Reese",428,142910.36,0,0E-24,"Medium risk"
"CUSCPZU69Z6KZCH","Lisa","Gould",415,564027.78,222061.05,0.39370587384897956622,"Medium risk"
"CUS1Y95ILNDUIEH","Daniel","Hartman",418,165645.68,127070.69,0.76712347705053340359,"Medium risk"
"CUSTRV24K8HESTL","Christopher","Brewer",542,135983.64,0,0E-24,"Medium risk"
"CUS8GOHGTFMTC1U","Robert","Jordan",603,60475.98,0,0E-24,"Medium risk"
"CUSUCM6IZ2FMJIF","Robert","Choi",334,498421.59,0,0E-24,"Medium risk"
"CUSA23FQY8DUQFA","John","Anderson",633,3599.51,262500.06,72.9266094551758434,"Medium risk"
"CUSMFI33G86TCQM","Zachary","Dawson",353,125458.08,0,0E-24,"Medium risk"
"CUSYSYM9VSX6Q3B","Vincent","Nelson",445,0,0,NULL,"Medium risk"
"CUS1F644W0QCJZ1","Stephen","Owens",354,287127.03,0,0E-24,"Medium risk"
"CUSEUUENND3VKHK","Kari","Navarro",320,155660.49,60807.78,0.39064363731605881492,"Medium risk"
"CUSHAUIKA784M4G","Beverly","Harding",326,295817.44,524009.11,1.7713935662481563,"Medium risk"
"CUSGZ0PLCAT5QUA","Cory","Wells",523,142584.88,24777.98,0.17377705125536452392,"Medium risk"
"CUS5TTQIWU67C20","David","Kelley",355,160268.27,0,0E-24,"Medium risk"
"CUSF3HAK1UY76XP","Kyle","Simpson",459,364562.86,0,0E-24,"Medium risk"
"CUS3770HGWDR3KU","Kimberly","Thomas",319,597344.28,0,0E-24,"Medium risk"
"CUSKBL6MFX4ORN9","James","Chen",360,339328.50,284692.95,0.83898920957125617212,"Medium risk"
"CUSEHVNB93RJNLH","Amanda","Bowen",320,249770.27,0,0E-24,"Medium risk"
"CUSXCBZJ4AA0IJA","Samantha","Keith",436,148189.87,0,0E-24,"Medium risk"
"CUSTD8Q6W96MVEN","Amanda","Mann",470,280557.84,0,0E-24,"Medium risk"
"CUSG45C4ED2TZ71","Christopher","Riggs",522,282851.99,0,0E-24,"Medium risk"
"CUSRT8Y0Z4UO7MS","Darren","Mccarty",613,156907.00,0,0E-24,"Medium risk"
"CUSE1X8Q7D16TTX","Deborah","Marshall",651,145434.51,162927.56,1.1202812867454911,"Medium risk"
"CUSRK7VYFT1MO3X","April","Clark",506,0,0,NULL,"Medium risk"
"CUS5J9MESV7JFH3","Erika","David",617,115652.77,0,0E-24,"Medium risk"
"CUSWLMS4X54NTUD","Benjamin","Jackson",497,417686.13,0,0E-24,"Medium risk"
"CUS6RTG1O1VT26Y","Heather","Walters",532,0,0,NULL,"Medium risk"
"CUS48ZBXOV6LUCG","Lindsey","Underwood",449,461547.62,163639.19,0.35454454298778531238,"Medium risk"
"CUSA2HMA3DALRZV","Jeremy","Mays",330,50765.97,0,0E-24,"Medium risk"
"CUSYBF68EJP0T54","Mary","Nelson",812,27864.16,298857.83,10.7255280618543678,"Medium risk"
"CUS26Q1WM6SZZYH","Shawn","Maddox",504,174550.83,0,0E-24,"Medium risk"
"CUSZ1S231RF4AY4","Sarah","Leonard",410,88350.53,0,0E-24,"Medium risk"
"CUSUJQ7POCDFNHB","Kimberly","Lam",337,84543.77,0,0E-24,"Medium risk"
"CUSY3D807D3K3GA","Kevin","Carroll",354,257471.70,346667.68,1.3464302290309964,"Medium risk"
"CUSU1NR1UDR9IUB","William","Melendez",447,277425.14,197517.62,0.71196727160343146984,"Medium risk"
"CUSZZNCAHL9KAJM","Colleen","Freeman",542,0,0,NULL,"Medium risk"
"CUSZXGKFGHCAK5U","Adam","Porter",508,76158.25,124195.38,1.6307541205319187,"Medium risk"
"CUSEDWGTC9JD5UV","Shannon","Washington",432,0,279946.04,NULL,"Medium risk"
"CUSBWFZ58YA5OGB","Mitchell","Mcclure",530,0,0,NULL,"Medium risk"
"CUSN4G1DRGW21YC","Pamela","James",582,0,423188.47,NULL,"Medium risk"
"CUS9GZ4LLUTBGJR","Scott","Maxwell",658,0,551401.16,NULL,"Medium risk"
"CUS0SVUVR287GPV","Shane","Vaughn",486,269359.75,0,0E-24,"Medium risk"
"CUSYFT4LVOBFZ5B","John","Mcdonald",609,295664.85,537655.12,1.8184614099376372,"Medium risk"
"CUSPEZS18CBWMWZ","Nicholas","Kemp",613,2297.72,0,0E-20,"Medium risk"
"CUSOU3LMGM34MW5","Candace","Melendez",664,368519.68,217576.31,0.59040621656894958771,"Medium risk"
"CUSASQJ59VNM0CB","Kimberly","Wilson",384,67439.26,0,0E-24,"Medium risk"
"CUSKTOVNDN8IGG7","Jason","Ewing",470,172542.35,284974.75,1.6516220510500755,"Medium risk"
"CUSOCUGW5LRYBNW","Vanessa","Wright",513,300749.90,0,0E-24,"Medium risk"
"CUS2TJ52G2HVZVT","Jennifer","Hernandez",559,180857.75,0,0E-24,"Medium risk"
"CUSAF8Y9FM9VGDQ","Daniel","Williams",337,252863.78,0,0E-24,"Medium risk"
"CUSQ81QGIN41PQ3","Cindy","Johnson",549,505117.76,0,0E-24,"Medium risk"
"CUS8P7FMWO1MG5B","Dale","Miller",364,151238.77,0,0E-24,"Medium risk"
"CUS3AMHEUMLJDW1","Thomas","Jones",679,0,0,NULL,"Medium risk"
"CUSHUFDA62ZOHP6","Anne","Alexander",645,66181.92,0,0E-24,"Medium risk"
"CUSHP0NJANP4EC0","Michael","Smith",562,110845.81,0,0E-24,"Medium risk"
"CUS7L89RUQ7ZQMN","Alexander","Warren",412,0,0,NULL,"Medium risk"
"CUSLV60KIITAFVS","Jessica","Hendricks",503,476769.99,22236.89,0.04664070823752979922,"Medium risk"
"CUSM0C7G2HGOD6G","Eric","Larsen",418,87292.76,0,0E-24,"Medium risk"
"CUSK0MQUP7Y22EL","Daniel","May",525,122509.75,56850.00,0.46404469848318195082,"Medium risk"
"CUSHICQS9KRS3SC","Sandra","Edwards",408,186541.60,279714.28,1.4994740047260236,"Medium risk"
"CUS93M2HE8YI3W6","Hannah","Lewis",424,461034.74,0,0E-24,"Medium risk"
"CUST5UHQ50OKXC8","John","Parrish",606,120574.75,0,0E-24,"Medium risk"
"CUSQ4PL5BJ5FJYL","Barbara","King",560,230791.54,167338.20,0.72506210582935579008,"Medium risk"
"CUS3FUJJ7B0Y3W3","Shawn","Myers",339,238647.96,470998.90,1.9736137698390550,"Medium risk"
"CUSDQUD9U6FMQLJ","Anthony","Foster",482,65063.35,0,0E-24,"Medium risk"
"CUS97W88Z6DIF0Y","Joseph","Blackburn",542,24450.96,0,0E-24,"Medium risk"
"CUSU0WEFUFDWVMN","Tonya","Hamilton",576,197031.70,238476.99,1.2103483348110989,"Medium risk"
"CUS5ZR8CQ4RUH2Z","Danielle","Wong",525,0,124445.41,NULL,"Medium risk"
"CUSYLMXKFZ2JINO","David","Lee",506,0,0,NULL,"Medium risk"
"CUSNNUCIUW29M59","Jaime","Bryant",356,0,0,NULL,"Medium risk"
"CUS92W5FFYTJ297","Laura","Berry",311,124496.16,146823.94,1.1793451300024033,"Medium risk"
"CUS3ZV2S173WNLO","Madison","Wood",399,0,0,NULL,"Medium risk"
"CUSD4FVB58TB8SX","David","Blanchard",643,281028.67,0,0E-24,"Medium risk"
"CUSIP7OO8RR32T6","Joseph","Carrillo",568,113259.56,98576.02,0.87035496164738764657,"Medium risk"
"CUSVLYT0JG7CESH","James","Smith",679,453401.63,0,0E-24,"Medium risk"
"CUS3RDMGSDUTVET","Edward","Bryant",638,141221.52,0,0E-24,"Medium risk"
"CUS4Q04UTRNCB40","John","Melton",591,139759.13,494202.38,3.5361008615322663,"Medium risk"
"CUSF9W89AB4647B","Erik","Hill",598,80625.87,0,0E-24,"Medium risk"
"CUSUD5QRB4NW259","Bill","Silva",457,126709.82,506048.96,3.9937627565093219,"Medium risk"
"CUSCB5AR7U3J4YN","Dawn","Douglas",672,231220.59,0,0E-24,"Medium risk"
"CUSSF1G68VUZARB","Colleen","Rodriguez",483,194163.06,0,0E-24,"Medium risk"
"CUSQDOTG65O1B7H","Crystal","Brown",623,0,0,NULL,"Medium risk"
"CUSHMR2V3Y6CC05","Samantha","Norris",493,56648.31,0,0E-24,"Medium risk"
"CUSVMTKP6WRQPDB","Leslie","Clarke",359,0,0,NULL,"Medium risk"
"CUSS6UH5XTO8QO0","Eric","Trujillo",602,574111.85,290013.07,0.50515081686608628615,"Medium risk"
"CUSE8ZR0NBHO4B3","Kristi","Reid",605,0,186936.56,NULL,"Medium risk"
"CUS0WF4XXP7U06S","Sarah","Gamble",360,0,0,NULL,"Medium risk"
"CUSIUMI22XS4J7Z","Russell","Figueroa",513,322517.29,0,0E-24,"Medium risk"
"CUSMP4ZFL2V90C3","Anthony","Perez",584,259567.35,0,0E-24,"Medium risk"
"CUSK9SV2H28CHTK","Adam","Bell",444,174924.68,264320.66,1.5110541291257472,"Medium risk"
"CUSBE1XD686KGRZ","Crystal","Rivera",374,526982.23,0,0E-24,"Medium risk"
"CUSXNS5PE139TK3","Katie","Moore",471,0,0,NULL,"Medium risk"
"CUS3BRTA1Z19UXG","William","Lopez",370,162534.81,113585.40,0.69883737520596357174,"Medium risk"
"CUSQKURHLXGTYA2","Dustin","Davis",637,358428.83,0,0E-24,"Medium risk"
"CUSN583BFWUKRSS","Ashley","Lester",651,163332.38,0,0E-24,"Medium risk"
"CUSPE50GWIEYHM4","Danielle","Strickland",640,78678.14,273336.99,3.4741160632419628,"Medium risk"
"CUSI28IE6IWZ9F4","John","Pierce",313,366404.93,0,0E-24,"Medium risk"
"CUSYA5XC03O7CXA","Curtis","Smith",582,168206.16,299606.23,1.7811846486478260,"Medium risk"
"CUSPG7U5G09GMDC","Susan","Francis",493,93781.72,0,0E-24,"Medium risk"
"CUSAT67ZFPTTUQR","Sonya","Vega",628,182302.96,2434.39,0.01335354072144522503,"Medium risk"
"CUS9G2AAYVA5WDB","Casey","Mcgee",393,62584.06,208516.54,3.3317835244309813,"Medium risk"
"CUS64QKRRNMQUXF","Cindy","Saunders",448,138043.12,281982.40,2.0427124510080618,"Medium risk"
"CUSZGKCQWVCZW2F","Stephen","Kline",532,133784.26,252182.10,1.8849908053458606,"Medium risk"
"CUSLRS1AC5B1VRO","Laura","Ball",608,129344.13,333990.94,2.5821886157493193,"Medium risk"
"CUSCOVZHPNUDB49","Antonio","Bowman",416,22370.10,0,0E-24,"Medium risk"
"CUSHPN53QYE6RGI","Jennifer","Gonzalez",636,341024.23,0,0E-24,"Medium risk"
"CUS6TTA09E9INKZ","David","Harvey",454,159681.56,243121.58,1.5225401104548327,"Medium risk"
"CUSBP59NK03IGHE","Tamara","Diaz",561,54526.89,0,0E-24,"Medium risk"
"CUS27ZV9ZH2UHD2","Kimberly","Deleon",423,0,57662.72,NULL,"Medium risk"
"CUSM22LU5W3NYJE","Cynthia","Davidson",759,47791.08,217578.97,4.5527108824491934,"Medium risk"
"CUS7MPE6HH8VDGP","Robin","Hernandez",351,171610.69,213390.09,1.2434545307171715,"Medium risk"
"CUSMG4K10FF6Y5M","Ruth","Smith",489,0,287083.85,NULL,"Medium risk"
"CUSRCIUPOIQ5GBK","Cynthia","Sullivan",513,0,41979.33,NULL,"Medium risk"
"CUSXB3TZ7P568D2","Tiffany","Garza",348,34754.07,57122.09,1.6436086478504532,"Medium risk"
"CUSYCYOUV5ZSCCR","Brianna","Cruz",563,194701.54,578179.11,2.9695661883311247,"Medium risk"
"CUSLFTPUY21W7UB","Vanessa","Reyes",464,152256.22,0,0E-24,"Medium risk"
"CUS0IH7Z8BFBQ4Y","Barbara","Gonzalez",426,0,0,NULL,"Medium risk"
"CUSEPJ7HUM9QP6S","Keith","Walsh",646,172248.04,0,0E-24,"Medium risk"
"CUSTGKLS6MA6JUG","John","Black",413,0,289504.13,NULL,"Medium risk"
"CUSXMZYP7JC13Q5","Daniel","Miller",670,0,0,NULL,"Medium risk"
"CUS88AUKHV19GM7","Matthew","Johnson",525,138147.50,0,0E-24,"Medium risk"
"CUS28CKVOTF3KUH","Joseph","Berg",427,209493.18,64812.39,0.30937708807513447454,"Medium risk"
"CUSLPBRF69FGAPM","Robert","Garrison",620,276486.35,0,0E-24,"Medium risk"
"CUSNDQZF7S2CG1W","Jacob","Pearson",385,279423.99,414859.79,1.4846963927470938,"Medium risk"
"CUS8S3GNE41DLHG","Holly","Ross",466,189285.37,0,0E-24,"Medium risk"
"CUSHM5RJX7O5WDC","Stephen","Chandler",523,104702.56,0,0E-24,"Medium risk"
"CUSPZPUOI9Z17QS","Heather","Garcia",587,135129.29,0,0E-24,"Medium risk"
"CUSUFXSSJH1G835","James","Logan",583,93074.89,192342.54,2.0665352384515308,"Medium risk"
"CUSEKFWJC8IDYXS","Ashley","Kennedy",304,495907.48,288083.96,0.58092279632483059138,"Medium risk"
"CUSS7OH4VBYJZHA","Ronald","Russell",501,0,0,NULL,"Medium risk"
"CUS73QSCL0GRUQS","Maureen","Parks",457,21026.17,61498.80,2.9248693413969353,"Medium risk"
"CUS4T6VWU4NSX6C","Barry","Flores",569,0,0,NULL,"Medium risk"
"CUS56YEQJ1WSS82","Katherine","Chavez",447,125226.69,0,0E-24,"Medium risk"
"CUS1D3T0XG8W9D1","Elizabeth","Mooney",672,112696.60,0,0E-24,"Medium risk"
"CUS5SMAQ1S42O47","Casey","Miller",403,268699.43,0,0E-24,"Medium risk"
"CUS3JT8LGO8C475","Mckenzie","Butler",621,279911.50,39722.08,0.14190942494324098867,"Medium risk"
"CUS9OE7P883NBCF","Kelly","Rush",353,167742.64,346384.06,2.0649732232663084,"Medium risk"
"CUSY48BBG2R8RV1","Samuel","Ross",560,99951.10,274205.81,2.7433996224153611,"Medium risk"
"CUS7277P9XIZRWY","Heather","Vazquez",439,271845.90,0,0E-24,"Medium risk"
"CUSZ43XTCBV497C","Christina","Peters",360,412676.10,111555.04,0.27032105808889829094,"Medium risk"
"CUSL4BEULCZO49G","Russell","Solis",553,147799.67,0,0E-24,"Medium risk"
"CUSR7U8LSBA4LJL","Jay","Rios",533,0,0,NULL,"Medium risk"
"CUSE6LLLBIPYNZ4","Brent","Smith",615,0,0,NULL,"Medium risk"
"CUSD52AENMFHBG8","Joshua","Underwood",309,0,199902.95,NULL,"Medium risk"
"CUS8K649K38RN4G","Michael","Shepard",310,335533.63,136721.23,0.40747399895503768132,"Medium risk"
"CUSWAJYVWK5EDEQ","Katie","Miller",371,0,436033.38,NULL,"Medium risk"
"CUSMD2VFEKGV1O2","Valerie","Ochoa",429,91820.74,0,0E-24,"Medium risk"
"CUSI5RD6TYWSAFK","Robert","Salinas",309,176498.40,0,0E-24,"Medium risk"
"CUS99TG9EDQ54OO","Leslie","Barnett",619,401288.62,186347.63,0.46437307392370110072,"Medium risk"
"CUSWJRSINX4U9Q8","Tanya","Crosby",448,224811.62,0,0E-24,"Medium risk"
"CUSI486GRJL5EKJ","Brandon","Ware",348,356444.84,419534.56,1.1769971477213697,"Medium risk"
"CUSNN2I4C25X6I8","Heather","Simmons",422,124030.23,157898.47,1.2730643972844362,"Medium risk"
"CUSVJSM8T47L2V5","Crystal","Lyons",305,295279.85,491375.83,1.6641021390386103,"Medium risk"
"CUSJV7F77ACB3PL","Melinda","Weiss",453,112440.27,79193.88,0.70431954672467435377,"Medium risk"
"CUSYIKDCOD1M7GG","Cassandra","Rogers",633,0,0,NULL,"Medium risk"
"CUS4ZPR4SU3XZWC","Shirley","Hartman",422,177617.43,129929.83,0.73151508835591191698,"Medium risk"
"CUSI0WWC2JM6NP7","Kayla","Sanchez",661,0,394758.49,NULL,"Medium risk"
"CUS46LJQLOAYSRK","Logan","Riley",470,161593.76,0,0E-24,"Medium risk"
"CUSRDHXNQQTXZI3","Jacqueline","Harris",616,94875.95,0,0E-24,"Medium risk"
"CUS4LROK9QILSMT","Ryan","Martinez",366,0,0,NULL,"Medium risk"
"CUSASS2GW97TO43","Kimberly","Russell",674,177129.00,0,0E-24,"Medium risk"
"CUSVY3OE904AAJM","Jeremy","Price",626,0,0,NULL,"Medium risk"
"CUSUPUTQ8L3IELG","Tami","Todd",459,369128.54,0,0E-24,"Medium risk"
"CUS75Q0Y43SYAMH","Justin","Jones",701,33237.94,163775.64,4.9273703484632321,"Medium risk"
"CUS9HTQY0BJM4TD","Tyler","Martin",562,422022.35,293933.73,0.69648853905486285264,"Medium risk"
"CUSPNWH6ZXCQNFN","Rebecca","Stevens",387,235084.41,0,0E-24,"Medium risk"
"CUSOI6RNRQ46KUY","Laura","Yang",526,224066.65,85984.88,0.38374688959735864306,"Medium risk"
"CUSBGDFDF7YI4I2","Joseph","Williams",650,226110.57,0,0E-24,"Medium risk"
"CUSIOT96EBIC6FA","Linda","Waters",549,0,518781.46,NULL,"Medium risk"
"CUSWRXVFAPLDIII","Megan","Miller",546,358928.07,0,0E-24,"Medium risk"
"CUSIM69JORE67JE","Dawn","Harris",376,250686.21,233861.04,0.93288354393327020262,"Medium risk"
"CUSTQ48ONNTB5BH","Carlos","Cole",730,38560.02,658673.52,17.0817732978354264,"Medium risk"
"CUSN1TBH0JDDXZB","Brandi","Ortiz",415,80330.69,131338.82,1.6349768687409507,"Medium risk"
"CUS0TAQ1C1JXEIL","Rose","Robinson",599,0,158522.71,NULL,"Medium risk"
"CUSRWBDSWRHGVC5","Aaron","Vargas",395,182682.61,0,0E-24,"Medium risk"
"CUSWXVWEIA8RBJK","Garrett","Taylor",502,0,0,NULL,"Medium risk"
"CUSFUWQX17MJSJX","James","Jones",611,193288.02,0,0E-24,"Medium risk"
"CUSU91JBXIDYY38","Vincent","Brennan",311,174279.07,274755.50,1.5765260854329783,"Medium risk"
"CUSNAIPWH57A8VR","Samantha","Davis",325,287256.51,230873.81,0.80372002709355481622,"Medium risk"
"CUSENCHM3DC5LD5","Steven","Campbell",627,173781.14,0,0E-24,"Medium risk"
"CUSGQ8UDHUWKDYI","David","Lopez",645,304540.94,0,0E-24,"Medium risk"
"CUSROQL9P5XRITU","Jennifer","White",446,4862.78,0,0E-20,"Medium risk"
"CUSSPB32RJQ54GF","Randy","Gonzalez",340,0,0,NULL,"Medium risk"
"CUSN8V1PQZXTHJ9","Lawrence","Haynes",633,251679.83,50466.56,0.20051888941596948790,"Medium risk"
"CUS0CGCPW5GAME1","Elizabeth","Fields",383,0,146282.46,NULL,"Medium risk"
"CUSM92K5EGX4NG9","Craig","Aguirre",671,469770.54,147474.44,0.31392866823875332838,"Medium risk"
"CUSS2CKQDA8YUP2","Scott","Ford",394,0,0,NULL,"Medium risk"
"CUS13INU97Z8QUV","Amy","Stevenson",646,161437.61,475115.32,2.9430274642941010,"Medium risk"
"CUSW5UCM54GOHU5","Joseph","Hamilton",335,143044.57,0,0E-24,"Medium risk"
"CUSECTNNBYICTZM","Johnny","Dillon",461,196560.70,0,0E-24,"Medium risk"
"CUSX8KIPO1MJWVC","John","Sanchez",576,17784.15,192366.79,10.8167548069488843,"Medium risk"
"CUSA4KKCH6OVZNJ","James","Gonzalez",410,99215.44,154368.35,1.5558903936725977,"Medium risk"
"CUSA9ZF3G2CKABS","Joel","Hunter",588,300255.30,0,0E-24,"Medium risk"
"CUSYIOIHOFEXDJN","Michael","Benitez",540,0,0,NULL,"Medium risk"
"CUS6T9I94P9TWPY","Gary","Nelson",564,0,0,NULL,"Medium risk"
"CUSIYHG2C1W6RSP","Lindsay","Carter",536,394182.19,218739.20,0.55491903375949075731,"Medium risk"
"CUSNQLH2NJV7M8V","Theresa","Lopez",399,82113.55,0,0E-24,"Medium risk"
"CUS1QV5U060KCQP","Deborah","Burke",638,0,0,NULL,"Medium risk"
"CUS67RS5N5VCDC4","Abigail","Mcgrath",485,0,707158.45,NULL,"Medium risk"
"CUSPDETK9YL27DT","Virginia","Mccullough",489,209388.04,285275.49,1.3624249503457791,"Medium risk"
"CUS4EQXZ3V0SAQB","Mary","Green",377,298555.51,211474.55,0.70832573145275396190,"Medium risk"
"CUSTZXU40A030UX","Anthony","Carr",576,0,253866.73,NULL,"Medium risk"
"CUSYQ3WY25OWPZM","Oscar","Smith",678,84235.28,108146.21,1.2838588534400313,"Medium risk"
"CUSSRDT3DWESM3T","Jacqueline","Watkins",411,155841.65,59059.21,0.37896935767813033294,"Medium risk"
"CUSOXGAQV3EMSAK","Michael","Woods",554,171583.91,0,0E-24,"Medium risk"
